word1,word2,SimLex999,POS,emb1,emb2,similarity_score
jongen,partner,2.57,N,"tensor([20.2600, -0.3505, 27.8980,  ..., 18.3563, 12.0481, 14.3791])","tensor([25.1898, -0.3841, 32.9105,  ..., 18.0575, 13.9416, 16.8252])",0.9902862
hemel,universum,5.49,N,"tensor([37.0133, -0.3671, 45.6063,  ..., 26.8617, 16.5989, 23.1079])","tensor([21.6463, -0.3227, 31.1195,  ..., 19.9612, 11.1079, 15.8269])",0.9953673
bevolking,mensen,6.8,N,"tensor([38.0096, -0.2754, 43.3637,  ..., 24.0914, 15.5763, 21.5123])","tensor([37.6216, -0.3536, 45.1643,  ..., 25.7870, 15.5461, 22.5821])",0.9987321
hogeschool,klas,3.07,N,"tensor([21.7986, -0.3334, 30.8655,  ..., 19.1976, 12.3100, 15.5611])","tensor([23.7224, -0.3185, 33.0878,  ..., 18.9214, 11.7603, 15.9201])",0.9908463
leider,burgemeester,4.16,N,"tensor([21.8525, -0.1119, 26.0848,  ..., 15.3875, 10.7586, 13.5705])","tensor([36.2975, -0.2912, 43.2118,  ..., 24.7905, 16.1850, 21.4685])",0.9953275
rabbijn,geestelijke,4.98,N,"tensor([17.0926, -0.1313, 22.3581,  ..., 13.6346,  9.8833, 10.7697])","tensor([29.5658, -0.3082, 39.6669,  ..., 23.3003, 13.3682, 19.5933])",0.98639345
meter,centimeter,5.05,N,"tensor([26.6366, -0.3612, 38.8437,  ..., 22.8944, 13.0402, 19.3302])","tensor([36.8374, -0.2657, 42.1027,  ..., 25.8974, 14.7742, 21.1963])",0.9965568
polyester,katoen,2.23,N,"tensor([38.0141, -0.2329, 42.8447,  ..., 25.2466, 15.2203, 21.1754])","tensor([20.2495, -0.2365, 25.9092,  ..., 16.0231,  8.9576, 13.2898])",0.99288803
advocaat,bankier,2.83,N,"tensor([19.0655, -0.4156, 29.1075,  ..., 17.4727, 13.3272, 15.3652])","tensor([21.6677, -0.4440, 34.1949,  ..., 21.3058, 11.3362, 18.8618])",0.9889556
viool,instrument,3.86,N,"tensor([15.8760, -0.1797, 22.7575,  ..., 12.9937, 11.7350, 11.2764])","tensor([25.9294, -0.5269, 40.8428,  ..., 23.5392, 13.1306, 20.6109])",0.9856131
opslagplaats,hut,2.47,N,"tensor([19.7319, -0.7163, 44.8379,  ..., 28.7089, 14.4878, 22.7307])","tensor([15.6516, -0.3378, 35.7079,  ..., 21.4347, 12.1602, 17.4633])",0.99551123
pot,huishoudelijk apparaat,2.36,N,"tensor([26.5291, -0.3081, 35.8502,  ..., 21.7823, 12.9117, 17.9764])","tensor([20.0708, -0.4735, 34.3788,  ..., 20.2921, 12.5926, 17.5423])",0.9900083
linnen,stof,5.48,N,"tensor([22.8114, -0.4462, 36.1703,  ..., 23.6227, 11.9381, 18.7785])","tensor([33.9730, -0.3466, 41.1713,  ..., 24.7490, 14.1859, 20.8120])",0.9950367
whisky,champagne,3.02,N,"tensor([35.2250, -0.1953, 42.0827,  ..., 24.2478, 13.4421, 20.8108])","tensor([33.5147, -0.1939, 39.6489,  ..., 23.0904, 13.5240, 19.6056])",0.99785024
meisje,kind,3.94,N,"tensor([17.1227, -0.4356, 40.9437,  ..., 23.4022, 13.5543, 19.5615])","tensor([32.1683, -0.1810, 40.4828,  ..., 22.2465, 14.3653, 19.4824])",0.9959306
hut,huisje,6.41,N,"tensor([15.6516, -0.3378, 35.7079,  ..., 21.4347, 12.1602, 17.4633])","tensor([17.4427, -0.1928, 22.6981,  ..., 14.2887,  9.9348, 11.6506])",0.9893693
vogel,kip,4.27,N,"tensor([38.8641, -0.3488, 45.5129,  ..., 26.3576, 15.5097, 23.0467])","tensor([24.5076, -0.2486, 33.2875,  ..., 20.7115, 12.8162, 16.4355])",0.9954278
raket,lawaai,2.69,N,"tensor([30.1471, -0.2844, 40.2574,  ..., 22.7957, 12.8523, 20.2023])","tensor([18.9816, -0.4103, 28.1993,  ..., 18.9504, 11.9177, 15.0077])",0.98663294
zonsondergang,avond,5.22,N,"tensor([20.7939, -0.3161, 30.2015,  ..., 19.0313, 10.3857, 15.5591])","tensor([23.5579, -0.0785, 26.2640,  ..., 13.9084, 10.2600, 12.8502])",0.98962235
motregen,regen,5.91,N,"tensor([20.1899, -0.6039, 43.7535,  ..., 27.0536, 13.1559, 22.6621])","tensor([25.0026, -0.2858, 33.5169,  ..., 18.1392, 11.9796, 16.3725])",0.99000686
volwassene,baby,2.32,N,"tensor([15.9678, -0.5683, 41.4027,  ..., 25.0354, 12.7784, 20.1208])","tensor([28.8388, -0.3395, 36.5166,  ..., 21.5166, 13.5353, 19.2627])",0.9950095
houtskool,kool,4.24,N,"tensor([19.2852, -0.6838, 44.9906,  ..., 30.4323, 14.2797, 23.0198])","tensor([24.5951, -0.3436, 33.0143,  ..., 17.6627, 13.6363, 16.4887])",0.9872303
lichaam,ruggengraat,1.62,N,"tensor([24.6246, -0.4464, 36.3016,  ..., 21.9615, 15.2545, 18.8175])","tensor([20.5011, -0.4566, 33.7670,  ..., 22.7565, 11.8185, 17.5285])",0.9873082
hoofd,nagel,1.22,N,"tensor([17.6957, -0.1683, 25.4357,  ..., 12.2845, 12.0165, 11.8078])","tensor([21.3425, -0.2448, 29.7564,  ..., 17.9882, 11.1431, 15.1458])",0.9702503
boomstam,hout,3.72,N,"tensor([19.1933, -0.3360, 29.4890,  ..., 21.0741, 12.1479, 15.8157])","tensor([37.8277, -0.3870, 44.5551,  ..., 25.4931, 16.1677, 22.3524])",0.9855134
lepel,beker,1.52,N,"tensor([21.4245, -0.1990, 27.6197,  ..., 16.7784, 11.7309, 14.1086])","tensor([19.7420, -0.2480, 27.2182,  ..., 13.0977, 11.3092, 13.2913])",0.9925083
lichaam,zenuw,3.05,N,"tensor([24.6246, -0.4464, 36.3016,  ..., 21.9615, 15.2545, 18.8175])","tensor([16.6923, -0.2220, 22.7240,  ..., 13.5311,  9.8763, 11.2491])",0.98929834
man,echtgenoot,5.51,N,"tensor([28.4519, -0.2222, 33.6239,  ..., 19.8142, 13.0768, 17.1183])","tensor([20.6307, -0.2909, 29.1670,  ..., 15.8793, 12.2224, 14.8342])",0.9927746
botten,nek,2.21,N,"tensor([27.7661, -0.4829, 37.8716,  ..., 24.2549, 13.7756, 20.4213])","tensor([34.1328, -0.3162, 42.0040,  ..., 23.4301, 14.7212, 20.7587])",0.9956389
frustratie,woede,6.17,N,"tensor([18.0749, -0.2327, 24.9373,  ..., 16.3342, 10.1304, 12.9275])","tensor([18.2418, -0.2657, 26.2486,  ..., 15.1637, 11.9973, 13.0743])",0.9938477
rivier,zee,3.91,N,"tensor([23.0771, -0.3018, 32.7904,  ..., 19.5677, 13.8435, 16.9924])","tensor([21.2050, -0.5150, 41.3038,  ..., 27.0631, 15.3536, 21.6858])",0.9900537
taak,beroep,2.95,N,"tensor([35.0465, -0.2867, 40.0115,  ..., 23.0426, 14.1195, 19.6579])","tensor([32.4118, -0.2062, 42.9901,  ..., 23.6426, 14.4877, 21.0577])",0.9979188
vereniging,maatschappij,2.92,N,"tensor([18.7898, -0.4636, 39.8040,  ..., 23.1509, 13.3764, 19.2891])","tensor([12.4949, -0.2903, 33.9939,  ..., 20.3332, 11.5716, 16.0111])",0.99607223
reflectie,afbeelding,3.46,N,"tensor([18.4945, -0.2424, 25.6369,  ..., 16.4445, 11.2655, 12.9143])","tensor([23.2910, -0.4964, 46.3615,  ..., 29.1582, 14.7792, 23.1567])",0.98983586
prins,koning,5.25,N,"tensor([27.2027, -0.3765, 35.7280,  ..., 22.0134, 17.3148, 18.3564])","tensor([38.8116, -0.2791, 43.3275,  ..., 24.2002, 17.0572, 21.4716])",0.9942265
sneeuw,weer,3.58,N,"tensor([36.9249, -0.3003, 42.4856,  ..., 24.4052, 14.5064, 21.5897])","tensor([20.2394, -0.4555, 40.3016,  ..., 23.5515, 14.0524, 20.3463])",0.9957975
mensen,partij,2.15,N,"tensor([37.6216, -0.3536, 45.1643,  ..., 25.7870, 15.5461, 22.5821])","tensor([37.7605, -0.3120, 45.3667,  ..., 26.5190, 16.6221, 22.6347])",0.9986297
jongen,broer,5.22,N,"tensor([20.2600, -0.3505, 27.8980,  ..., 18.3563, 12.0481, 14.3791])","tensor([19.5480, -0.3811, 39.6546,  ..., 23.1462, 13.6182, 19.3290])",0.98449844
wortel,gras,3.44,N,"tensor([33.7350, -0.3297, 42.3138,  ..., 25.9079, 14.0005, 21.4068])","tensor([21.4439, -0.1478, 26.2422,  ..., 14.9400, 10.1403, 12.8546])",0.9932454
wenkbrauw,oog,3.32,N,"tensor([16.9560, -0.2650, 27.2419,  ..., 16.8111, 11.3737, 13.8400])","tensor([33.3615, -0.2854, 40.8632,  ..., 23.2375, 14.0376, 20.1951])",0.9858937
geld,parel,1.45,N,"tensor([21.1089, -0.0930, 24.6994,  ..., 12.7323, 10.5832, 12.2649])","tensor([20.7573, -0.2526, 27.2743,  ..., 16.9147, 10.9879, 14.2775])",0.9882832
geld,diamant,1.36,N,"tensor([21.1089, -0.0930, 24.6994,  ..., 12.7323, 10.5832, 12.2649])","tensor([25.2492, -0.2423, 34.3713,  ..., 18.6409, 13.7832, 16.7500])",0.9899153
voertuig,bus,3.6,N,"tensor([36.2715, -0.3628, 44.8664,  ..., 25.5295, 15.0900, 22.5281])","tensor([22.1453, -0.1165, 24.6317,  ..., 14.0343, 10.9633, 12.0330])",0.987691
taxi,bus,2.04,N,"tensor([22.7371, -0.1185, 31.7116,  ..., 17.5013, 11.6835, 15.9331])","tensor([22.1453, -0.1165, 24.6317,  ..., 14.0343, 10.9633, 12.0330])",0.9903694
huis,schuur,3.54,N,"tensor([35.9505, -0.2995, 41.3835,  ..., 24.8374, 14.5731, 20.9793])","tensor([18.4790, -0.3127, 25.5642,  ..., 16.6511, 12.0316, 12.8597])",0.98862565
vinger,handpalm,1.15,N,"tensor([29.7666, -0.5231, 41.9790,  ..., 24.0715, 14.3227, 21.7884])","tensor([20.1566, -0.2597, 28.2300,  ..., 19.7926, 12.6539, 15.1530])",0.988835
auto,brug,1.56,N,"tensor([25.0211, -0.1958, 29.5295,  ..., 16.9361, 12.3915, 15.2162])","tensor([25.0924, -0.4401, 35.9711,  ..., 22.3463, 12.9631, 18.0874])",0.98964655
inspanning,moeilijkheid,4.04,N,"tensor([20.8506, -0.3437, 31.3084,  ..., 21.8391, 12.7294, 16.5406])","tensor([19.6759, -0.2240, 26.2982,  ..., 14.0895, 10.1372, 12.5495])",0.9911544
feit,inzicht,2.6,N,"tensor([24.6324, -0.3141, 36.5808,  ..., 22.2705, 12.5873, 18.0912])","tensor([35.1077, -0.2593, 40.5823,  ..., 24.6198, 14.2812, 20.5270])",0.99780214
beroep,management,2.04,N,"tensor([32.4118, -0.2062, 42.9901,  ..., 23.6426, 14.4877, 21.0577])","tensor([36.0229, -0.2144, 41.4442,  ..., 22.5489, 14.3644, 20.3035])",0.99759245
kanker,ziekte,5.18,N,"tensor([25.0971, -0.1471, 30.6833,  ..., 16.1882, 10.5319, 14.7549])","tensor([36.8489, -0.3234, 43.0834,  ..., 23.9035, 15.4066, 21.7711])",0.99682283
woord,krant,1.33,N,"tensor([21.5581, -0.0550, 23.7840,  ..., 11.9229, 10.5528, 11.1453])","tensor([24.6564, -0.3271, 34.1469,  ..., 20.1621, 13.2760, 17.3701])",0.9864187
componist,schrijver,4.21,N,"tensor([15.2541, -0.2622, 23.4518,  ..., 16.2351, 10.3769, 12.0454])","tensor([18.0729, -0.4301, 40.9015,  ..., 23.7716, 14.6374, 19.7191])",0.98532593
acteur,zanger,3.13,N,"tensor([12.1119, -0.2272, 30.9857,  ..., 17.4389, 10.9985, 13.9100])","tensor([17.0304, -0.3488, 26.8350,  ..., 16.9152, 11.9117, 13.5538])",0.9885877
schuilplaats,hut,5.32,N,"tensor([15.6309, -0.4761, 34.5938,  ..., 22.9683, 12.3314, 17.1495])","tensor([15.6516, -0.3378, 35.7079,  ..., 21.4347, 12.1602, 17.4633])",0.99605036
badkamer,keuken,2.97,N,"tensor([27.5255, -0.4283, 39.4758,  ..., 22.1050, 14.8362, 19.4050])","tensor([36.8434, -0.2489, 41.2011,  ..., 24.3586, 14.9668, 20.9742])",0.9940015
cabine,hut,6.18,N,"tensor([33.7226, -0.3571, 43.3044,  ..., 26.7737, 14.9800, 21.7880])","tensor([15.6516, -0.3378, 35.7079,  ..., 21.4347, 12.1602, 17.4633])",0.99572134
deur,keuken,1.45,N,"tensor([23.4107, -0.4092, 33.9701,  ..., 22.0681, 11.4706, 17.1158])","tensor([36.8434, -0.2489, 41.2011,  ..., 24.3586, 14.9668, 20.9742])",0.99447244
waarde,geloof,2.98,N,"tensor([32.5281, -0.2370, 39.6539,  ..., 22.5286, 13.5861, 19.1271])","tensor([25.0033, -0.2912, 30.9402,  ..., 17.2228, 12.4791, 15.5281])",0.9919485
wijsheid,intelligentie,6.42,N,"tensor([23.4812, -0.5194, 37.3424,  ..., 23.5095, 12.7560, 19.4005])","tensor([17.3456, -0.2034, 23.7630,  ..., 14.5693, 11.0093, 12.0261])",0.98568887
onwetendheid,intelligentie,1.96,N,"tensor([23.1100, -0.7823, 38.4840,  ..., 25.4338, 13.2256, 20.8882])","tensor([17.3456, -0.2034, 23.7630,  ..., 14.5693, 11.0093, 12.0261])",0.98596853
gelukkigheid,geluk,6.6,N,"tensor([15.8982, -0.3183, 25.7363,  ..., 16.0032, 10.2431, 12.9229])","tensor([35.6822, -0.2589, 41.4189,  ..., 23.7846, 14.2911, 20.3958])",0.99135697
idee,plan,6.11,N,"tensor([19.4774, -0.1342, 23.1295,  ..., 12.6575, 10.0169, 11.0641])","tensor([23.5120, -0.2832, 33.5263,  ..., 18.7235, 11.6944, 16.5349])",0.9865029
humeur,emotie,4.83,N,"tensor([17.0089, -0.2235, 23.7312,  ..., 14.2910, 10.6743, 11.6405])","tensor([17.4614, -0.2636, 24.0179,  ..., 15.4890, 10.7115, 12.3233])",0.9941398
gelukkigheid,vrede,3.98,N,"tensor([15.8982, -0.3183, 25.7363,  ..., 16.0032, 10.2431, 12.9229])","tensor([26.7441, -0.3361, 36.6694,  ..., 19.1442, 12.9979, 18.1029])",0.989696
wanhoop,ongeluk,4.35,N,"tensor([20.2204, -0.3639, 30.0597,  ..., 21.2936, 13.1357, 16.0690])","tensor([24.9129, -0.2019, 29.0934,  ..., 17.2331, 12.1093, 15.1094])",0.98325086
logica,rekenkunde,4.15,N,"tensor([19.5222, -0.5172, 41.9713,  ..., 26.9281, 14.2716, 21.8563])","tensor([16.8277, -0.2604, 25.1896,  ..., 14.9763, 10.0462, 12.7323])",0.99102676
ontkenning,bekentenis,2.21,N,"tensor([21.0750, -0.4605, 31.5994,  ..., 18.9568, 11.6531, 16.2026])","tensor([16.3312, -0.4388, 26.7279,  ..., 17.5559, 11.5271, 14.0507])",0.9926375
argument,kritiek,4.83,N,"tensor([21.5822, -0.1206, 24.8937,  ..., 12.8510, 10.0817, 12.2087])","tensor([18.6037, -0.2133, 25.5251,  ..., 17.0236,  9.8564, 13.0221])",0.9901184
agressie,vijandigheid,6.69,N,"tensor([16.3953, -0.2911, 24.8647,  ..., 16.0161, 10.7800, 12.9148])","tensor([19.0287, -0.3552, 29.5782,  ..., 17.0036, 11.6267, 15.3101])",0.9866734
hysterie,verwarring,2.71,N,"tensor([18.0904, -0.1844, 24.7577,  ..., 16.3850, 10.3935, 12.6698])","tensor([19.2013, -0.3738, 29.3276,  ..., 19.2454, 12.6935, 15.4860])",0.9917199
scheikunde,theorie,1.93,N,"tensor([19.1089, -0.2876, 29.3486,  ..., 18.9028, 10.9493, 14.9257])","tensor([16.9283, -0.3089, 23.7996,  ..., 15.1377, 10.5501, 12.1781])",0.99262464
juridische procedures,oordeel,4.79,N,"tensor([20.3570, -0.4446, 34.0163,  ..., 23.7121, 12.5018, 17.8870])","tensor([22.8137, -0.4369, 35.2355,  ..., 20.0381, 13.1861, 18.0135])",0.9899963
comfort,veiligheid,4.54,N,"tensor([24.1811, -0.1569, 31.5256,  ..., 17.6615, 11.3237, 15.7524])","tensor([37.8530, -0.3105, 43.0956,  ..., 25.1018, 15.6202, 21.5707])",0.9962262
zelfvertrouwen,zelf,2.1,N,"tensor([21.2290, -0.9897, 50.2970,  ..., 31.1206, 16.0450, 24.8135])","tensor([33.6703, -0.3335, 41.7575,  ..., 25.3982, 14.3728, 20.9931])",0.9886051
visie,perceptie,6.53,N,"tensor([19.1902, -0.2486, 25.7494,  ..., 16.7098, 11.2945, 13.0805])","tensor([18.8587, -0.2428, 24.5719,  ..., 15.5334,  9.7468, 12.8285])",0.993941
tijdperk,decennium,5.92,N,"tensor([16.0640, -0.3483, 33.2719,  ..., 21.0351, 11.4294, 16.7883])","tensor([19.8905, -0.2825, 27.1973,  ..., 17.4626, 10.3310, 13.9016])",0.9944156
biografie,fictie,1.0,N,"tensor([21.3085, -0.2545, 30.1068,  ..., 18.8404, 12.1447, 15.1967])","tensor([20.1428, -0.3166, 28.8631,  ..., 18.9799, 11.5931, 15.4067])",0.9935746
discussie,argument,6.09,N,"tensor([34.8320, -0.1796, 41.9277,  ..., 23.7496, 13.9278, 20.5322])","tensor([21.5822, -0.1206, 24.8937,  ..., 12.8510, 10.0817, 12.2087])",0.99113125
code,symbool,3.77,N,"tensor([21.1948, -0.4855, 44.0719,  ..., 26.3491, 15.1792, 21.8699])","tensor([22.6538, -0.4272, 33.6718,  ..., 23.0764, 12.8400, 17.7773])",0.99206877
gevaar,ziekte,3.99,N,"tensor([25.4794, -0.3540, 35.2126,  ..., 20.7700, 12.4913, 17.7730])","tensor([36.8489, -0.3234, 43.0834,  ..., 23.9035, 15.4066, 21.7711])",0.9932343
ongeval,ramp,5.48,N,"tensor([20.2363, -0.2918, 26.5615,  ..., 17.9429, 10.0292, 13.4682])","tensor([21.9608, -0.1557, 29.9865,  ..., 18.6016, 11.0729, 14.7681])",0.9946417
reis,excursie,6.12,N,"tensor([21.1933, -0.1296, 27.1605,  ..., 16.4242, 11.3843, 13.5537])","tensor([37.8329, -0.2871, 43.5457,  ..., 24.4746, 14.7023, 21.8303])",0.99461144
activiteit,beweging,6.22,N,"tensor([21.0234, -0.3421, 29.6124,  ..., 17.2014, 11.8565, 14.7451])","tensor([36.8749, -0.2988, 42.8418,  ..., 24.8146, 14.4651, 21.5020])",0.99081135
roddel,nieuws,4.08,N,"tensor([21.9473, -0.2260, 31.2923,  ..., 19.8174, 12.5359, 16.2892])","tensor([26.0033, -0.2998, 30.7069,  ..., 17.4666, 12.2278, 15.6574])",0.9896892
vader,god,1.76,N,"tensor([36.8581, -0.3433, 44.8114,  ..., 26.8631, 15.3912, 22.6384])","tensor([35.5537, -0.2683, 42.5880,  ..., 25.1928, 14.6627, 21.1282])",0.9987484
actie,cursus,1.28,N,"tensor([36.4083, -0.2663, 41.6385,  ..., 24.5827, 13.8613, 21.0325])","tensor([23.8539, -0.4144, 43.5777,  ..., 25.5290, 14.5768, 21.0870])",0.9968052
koorts,ziekte,4.29,N,"tensor([17.6616, -0.1520, 22.3309,  ..., 14.4794,  8.8679, 11.1114])","tensor([36.8489, -0.3234, 43.0834,  ..., 23.9035, 15.4066, 21.7711])",0.9874081
luchtvaart,vlucht,3.57,N,"tensor([24.1934, -0.4815, 39.1269,  ..., 22.4941, 15.0289, 20.3348])","tensor([19.0608, -0.0878, 26.3644,  ..., 15.4521, 12.3002, 12.9770])",0.9893127
spel,actie,3.74,N,"tensor([27.8910, -0.5679, 41.0039,  ..., 23.0249, 13.4557, 20.9501])","tensor([36.4083, -0.2663, 41.6385,  ..., 24.5827, 13.8613, 21.0325])",0.9936624
molecuul,lucht,3.51,N,"tensor([17.5017, -0.2034, 24.6383,  ..., 16.4976, 11.9810, 13.2193])","tensor([36.0561, -0.3415, 42.7678,  ..., 25.8648, 16.0378, 21.5948])",0.99205214
huis,toestand,2.76,N,"tensor([35.9505, -0.2995, 41.3835,  ..., 24.8374, 14.5731, 20.9793])","tensor([28.6606, -0.5176, 40.2404,  ..., 20.9693, 14.5940, 20.1044])",0.99179447
woord,literatuur,2.92,N,"tensor([21.5581, -0.0550, 23.7840,  ..., 11.9229, 10.5528, 11.1453])","tensor([19.2758, -0.1485, 24.0573,  ..., 14.4929,  9.6020, 11.5999])",0.99252224
volwassene,voogd,6.19,N,"tensor([15.9678, -0.5683, 41.4027,  ..., 25.0354, 12.7784, 20.1208])","tensor([17.8395, -0.3995, 29.3424,  ..., 18.7896, 13.2093, 15.2024])",0.98744667
krant,informatie,3.86,N,"tensor([24.6564, -0.3271, 34.1469,  ..., 20.1621, 13.2760, 17.3701])","tensor([27.4379, -0.5068, 38.5615,  ..., 22.6512, 14.1310, 20.6584])",0.99098945
communicatie,televisie,3.11,N,"tensor([36.5113, -0.3235, 43.5716,  ..., 25.5662, 14.9168, 22.1620])","tensor([22.8437, -0.1801, 32.3243,  ..., 17.5629, 11.5416, 15.4839])",0.9939073
neef,oom,3.1,N,"tensor([18.7919, -0.4244, 38.3794,  ..., 24.2840, 13.3141, 19.5722])","tensor([18.0168, -0.4314, 39.4038,  ..., 25.2073, 13.1987, 20.1849])",0.99789673
auteur,lezer,2.58,N,"tensor([22.8777, -0.2595, 29.5994,  ..., 16.6436, 13.4318, 14.2975])","tensor([20.9034, -0.1797, 26.9366,  ..., 15.8459, 11.5917, 13.7263])",0.9850269
kerel,partner,3.45,N,"tensor([19.5979, -0.1811, 24.6475,  ..., 13.7924,  9.9999, 12.3614])","tensor([25.1898, -0.3841, 32.9105,  ..., 18.0575, 13.9416, 16.8252])",0.9921837
gebied,hoek,1.97,N,"tensor([26.4008, -0.3508, 37.2649,  ..., 21.1867, 13.4488, 18.7250])","tensor([15.0286, -0.3149, 33.6860,  ..., 20.1155, 11.2705, 16.0689])",0.9934015
ballade,lied,5.53,N,"tensor([20.7421, -0.1715, 28.0537,  ..., 17.8237, 11.9117, 14.7203])","tensor([21.3706, -0.3632, 36.8402,  ..., 21.8438, 11.9970, 18.5025])",0.9943508
muur,decoratie,2.7,N,"tensor([34.4242, -0.3038, 41.1739,  ..., 25.0712, 14.2461, 21.1348])","tensor([16.1692, -0.2740, 29.2390,  ..., 17.7644, 12.1311, 14.7879])",0.99187475
woord,pagina,2.53,N,"tensor([21.5581, -0.0550, 23.7840,  ..., 11.9229, 10.5528, 11.1453])","tensor([25.8850, -0.3467, 34.5054,  ..., 19.8981, 13.1467, 17.4062])",0.98957753
verpleegster,wetenschapper,2.33,N,"tensor([18.5233, -0.4193, 31.1379,  ..., 21.2416, 10.8367, 16.8549])","tensor([19.8966, -0.3013, 27.8888,  ..., 17.7983, 11.5505, 14.2401])",0.98822296
politicus,president,4.2,N,"tensor([17.4214, -0.1484, 21.9706,  ..., 14.7091,  9.8284, 11.1513])","tensor([18.7577, -0.4344, 38.6075,  ..., 22.6127, 13.6182, 19.2667])",0.9893365
president,burgemeester,2.51,N,"tensor([18.7577, -0.4344, 38.6075,  ..., 22.6127, 13.6182, 19.2667])","tensor([36.2975, -0.2912, 43.2118,  ..., 24.7905, 16.1850, 21.4685])",0.9967148
boek,essay,3.16,N,"tensor([37.9573, -0.3813, 45.0609,  ..., 27.2901, 15.5794, 22.9110])","tensor([23.8178, -0.1291, 27.5343,  ..., 15.1583, 11.7608, 13.5491])",0.99198735
man,strijder,2.21,N,"tensor([28.4519, -0.2222, 33.6239,  ..., 19.8142, 13.0768, 17.1183])","tensor([20.4601, -0.3720, 30.2917,  ..., 19.7629, 11.6935, 16.1213])",0.9929414
artikel,tijdschrift,3.16,N,"tensor([20.0346, -0.3040, 34.4312,  ..., 19.4122, 12.7641, 16.7101])","tensor([23.5519, -0.3056, 30.7429,  ..., 18.6211, 12.3865, 15.6958])",0.9936793
ontbijt,avondeten,2.34,N,"tensor([20.3249, -0.3560, 39.2231,  ..., 23.0863, 13.8760, 19.4207])","tensor([18.5639, -0.1268, 22.9791,  ..., 12.4832, 10.0082, 11.2140])",0.98950964
menigte,parade,2.74,N,"tensor([18.6368, -0.1166, 22.5608,  ..., 13.3766,  9.7671, 11.8049])","tensor([20.2981, -0.2809, 28.9617,  ..., 18.1760, 11.7042, 14.9027])",0.9920446
gangpad,gang,7.35,N,"tensor([18.9729, -0.1610, 25.5217,  ..., 16.2496, 10.8284, 13.0799])","tensor([30.8244, -0.2235, 44.2343,  ..., 24.5334, 14.9851, 21.2633])",0.9886171
leraar,rabbijn,3.97,N,"tensor([19.5119, -0.3978, 28.3065,  ..., 18.8397, 11.6276, 15.1106])","tensor([17.0926, -0.1313, 22.3581,  ..., 13.6346,  9.8833, 10.7697])",0.98775786
heup,lip,1.06,N,"tensor([17.7857, -0.1832, 23.1549,  ..., 14.4148, 10.8488, 11.6590])","tensor([24.3532, -0.1899, 33.4363,  ..., 20.3693, 12.6845, 16.0341])",0.9894323
boek,artikel,3.86,N,"tensor([37.9573, -0.3813, 45.0609,  ..., 27.2901, 15.5794, 22.9110])","tensor([20.0346, -0.3040, 34.4312,  ..., 19.4122, 12.7641, 16.7101])",0.9952925
kamer,gevangeniscel,2.77,N,"tensor([22.7092, -0.1980, 30.3798,  ..., 17.2314, 10.7808, 14.5103])","tensor([15.1645, -0.3534, 33.4881,  ..., 22.6871, 11.3281, 17.0326])",0.99039906
doos,kraampje,1.39,N,"tensor([22.8285, -0.2559, 30.0468,  ..., 19.3013, 13.0635, 16.0184])","tensor([17.9726, -0.2949, 27.9447,  ..., 18.2116, 11.3179, 14.6662])",0.9905587
dochter,kind,4.41,N,"tensor([40.1934, -0.4441, 47.2345,  ..., 28.7050, 15.9311, 24.3605])","tensor([32.1683, -0.1810, 40.4828,  ..., 22.2465, 14.3653, 19.4824])",0.9963557
ledemaat,been,4.74,N,"tensor([14.0736, -0.4541, 34.0739,  ..., 23.0173, 11.1936, 17.5434])","tensor([20.4797, -0.1255, 22.9958,  ..., 12.7160, 10.7164, 11.3657])",0.98539364
lever,long,2.47,N,"tensor([14.1282, -0.3300, 37.3413,  ..., 21.6108, 12.2809, 17.3428])","tensor([23.2454, -0.1969, 27.3094,  ..., 14.8588, 11.3024, 12.7387])",0.99302024
klaslokaal,gang,2.52,N,"tensor([17.0436, -0.1649, 23.0888,  ..., 13.9237, 10.2091, 11.7239])","tensor([30.8244, -0.2235, 44.2343,  ..., 24.5334, 14.9851, 21.2633])",0.9851814
berg,richel,1.58,N,"tensor([16.1111, -0.3094, 36.3400,  ..., 22.4744, 12.7441, 17.1915])","tensor([18.1731, -0.3141, 27.2152,  ..., 17.5382, 13.7561, 13.7479])",0.98887616
auto,lift,1.41,N,"tensor([25.0211, -0.1958, 29.5295,  ..., 16.9361, 12.3915, 15.2162])","tensor([23.0350, -0.3799, 43.3530,  ..., 26.3812, 14.1321, 21.6227])",0.9873913
bed,bank,2.57,N,"tensor([21.2484, -0.0406, 23.4908,  ..., 13.8486,  9.9246, 11.8542])","tensor([36.6349, -0.3752, 44.5658,  ..., 24.5102, 15.2255, 22.2576])",0.99349356
kleding,knoop,2.67,N,"tensor([20.6287, -0.2498, 28.2298,  ..., 16.0004, 11.3002, 13.6142])","tensor([19.8676, -0.3053, 30.0975,  ..., 21.0699, 11.7912, 16.3097])",0.99054533
kleding,jas,3.18,N,"tensor([20.6287, -0.2498, 28.2298,  ..., 16.0004, 11.3002, 13.6142])","tensor([21.5858, -0.3399, 30.5284,  ..., 21.3298, 13.6651, 15.5890])",0.9922207
nier,orgaan,6.35,N,"tensor([20.9716, -0.3516, 30.0704,  ..., 18.9657, 13.6044, 15.5680])","tensor([17.9526, -0.2183, 26.1807,  ..., 15.3188, 11.5498, 13.2528])",0.9916573
